summoner_name,tag,rank,division,lp,season_wins,season_losses,main_role,games_analyzed,winrate_main_role,impact_enemy_immobilizations_%,impact_kill_participation_%,impact_total_time_cc_dealt_%,impact_time_ccing_others_%,impact_dmg_self_mitigated_%,impact_wardsKilled_%,impact_self_heal_%,impact_dmg_taken_%,impact_dmg_to_objectives_%,impact_wardsPlaced_%,impact_dmg_to_champs_%,impact_dmg_to_buildings_%,impact_effective_heal_and_shielding_%,impact_damage_shielded_on_mates_%,impact_heals_on_teammates_%,impact_wardsGuarded_%,impact_controlWardsPlaced_%
Kirzzy,EUW,EMERALD,I,N/A,229,209,BOTTOM,29,37.93,-1.74,-11.07,-4.13,-2.11,-0.25,-8.54,-2.59,-0.47,-10.36,2.34,-5.5,0.42,-10.88,-8.74,-13.74,-1.72,-2.03
